Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before,label_encoded,hierarchy_encoded,mean_flight_length_per_label,is_recent_flight
66,1,-0.6904752255149709,-0.20919204496847618,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
69,1,-1.4025375222303829,0.297350597643397,intake gasket leak/damage,Unknown,0,10,10,0,2.1474443192113934,14,0,0.005655720915688669,0
71,0,0.733649367915853,-1.4692168684655107,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
81,0,0.733649367915853,-0.04682703720270611,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
82,1,-1.4025375222303829,-1.6655021424776115,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
90,1,-0.6904752255149709,0.31679821695795995,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
93,0,1.4457116646312649,0.535697001800948,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
95,0,1.4457116646312649,-0.5687468671795826,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
99,0,0.733649367915853,-1.7288199728040956,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
100,0,0.733649367915853,-0.4552270428085288,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
104,0,0.733649367915853,2.6428239410230168,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
105,0,0.733649367915853,0.023727116589661933,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
107,1,-0.6904752255149709,0.19151936695484492,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
109,0,0.733649367915853,0.7202232501809875,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
111,1,-0.6904752255149709,-0.9355380128565729,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
112,0,0.733649367915853,0.21413287778573212,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
118,1,-1.4025375222303829,-0.3774365655502769,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
121,1,-1.4025375222303829,0.07166775955114278,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
128,1,-1.4025375222303829,1.2982245870184643,intake gasket leak/damage,Unknown,0,10,10,0,2.1474443192113934,14,0,0.005655720915688669,0
131,0,1.4457116646312649,0.4529315521599009,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
135,0,0.733649367915853,-0.06808373738374007,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
142,1,-1.4025375222303829,-1.7288199728040956,intake gasket leak/damage,Unknown,0,10,10,0,2.1474443192113934,14,0,0.005655720915688669,0
147,0,0.733649367915853,0.037747493304811995,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
148,0,0.733649367915853,1.5591845020069024,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
149,0,0.733649367915853,0.02101349528995547,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
157,1,-1.4025375222303829,-0.2720576050783426,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
169,1,-1.4025375222303829,0.945453818056624,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
171,0,0.733649367915853,-0.09205405886448051,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
173,0,0.733649367915853,-0.6383964805387151,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
175,1,-1.4025375222303829,-1.209161493910308,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
181,1,-0.6904752255149709,-0.5321129796335453,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
188,0,1.4457116646312649,1.7722037740338599,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
189,0,0.733649367915853,-0.961769685420402,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
193,1,-1.4025375222303829,0.037747493304811995,intake gasket leak/damage,Unknown,0,10,10,0,2.1474443192113934,14,0,0.005655720915688669,0
197,0,0.733649367915853,0.5157971122697673,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
202,1,-0.6904752255149709,0.09880397254820741,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
203,1,-0.6904752255149709,1.374658253626863,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
205,1,-0.6904752255149709,-0.2096443151850939,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
211,0,1.4457116646312649,-0.3774365655502769,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
214,1,-1.4025375222303829,0.2068965543198482,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
217,0,1.4457116646312649,1.9621572650133123,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
219,0,0.733649367915853,0.2828779507116292,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
223,0,1.4457116646312649,0.14991050702601247,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
226,0,1.4457116646312649,-0.15220599767464044,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
227,1,-0.6904752255149709,-0.6374919401054796,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
233,0,1.4457116646312649,0.1069448364473268,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
235,1,-1.4025375222303829,-0.3846728890161608,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
237,1,-0.6904752255149709,-0.5886467567107633,intake gasket leak/damage,Unknown,0,10,10,0,2.1474443192113934,14,0,0.005655720915688669,0
238,1,-1.4025375222303829,-0.39326602313189796,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
247,1,-0.6904752255149709,-0.9970467623165861,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
248,0,0.733649367915853,0.3746888046850312,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
250,1,-1.4025375222303829,-0.26753490291216514,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
251,0,0.733649367915853,-0.5253289263842792,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
254,1,-0.6904752255149709,-0.12416524424434032,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
256,1,-0.6904752255149709,-0.37065251230101076,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
261,0,0.733649367915853,-0.40547731898057704,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
265,1,-0.6904752255149709,0.33307994475619873,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
267,0,0.733649367915853,1.6292863855826527,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
274,0,0.733649367915853,-0.4185931552624916,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
277,1,-0.6904752255149709,-0.2933143052593765,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
278,0,0.733649367915853,-1.2507703538391404,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
281,0,1.4457116646312649,-0.13094929749360648,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
282,1,-0.6904752255149709,-1.0884053460733703,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
283,0,0.733649367915853,-0.5122130901023646,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
284,1,-1.4025375222303829,-0.3919092124820447,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
285,1,-0.6904752255149709,3.4171105518725944,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
287,0,0.733649367915853,0.14312645377674632,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
288,0,0.733649367915853,-0.3570844058024784,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
296,0,0.733649367915853,-0.1454219444253743,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
297,0,0.733649367915853,-0.1187380016449274,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
302,0,0.733649367915853,-0.15356280832449368,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
304,0,0.733649367915853,-0.1752717787221454,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
314,0,1.4457116646312649,-1.906562167934869,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
318,0,0.733649367915853,-0.8907632614114163,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
325,0,1.4457116646312649,-1.6243455527653967,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
333,0,0.733649367915853,-1.201925170444424,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
335,0,0.733649367915853,-0.25939403901304575,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
339,0,0.733649367915853,2.5446813040169665,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
342,1,-0.6904752255149709,-0.09567222059742246,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
347,0,0.733649367915853,-0.5253289263842792,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
349,0,1.4457116646312649,0.027345278322603885,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
351,0,0.733649367915853,0.09789943211497193,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
362,0,0.733649367915853,-0.06129968413447392,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
364,0,0.733649367915853,-0.04999292871903032,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
367,0,0.733649367915853,0.9106290113770577,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
369,0,1.4457116646312649,-0.31095284370746856,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
371,1,-0.6904752255149709,0.0707632191179073,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
372,0,0.733649367915853,0.2182033097352918,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
374,1,-1.4025375222303829,2.1842219413726247,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
376,1,-1.4025375222303829,-2.1865174320212524,intake gasket leak/damage,Unknown,0,10,10,0,2.1474443192113934,14,0,0.005655720915688669,0
377,1,-0.6904752255149709,0.2448872525157387,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
379,0,0.733649367915853,-0.3209027884730589,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
382,1,-1.4025375222303829,0.6361009898900871,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
383,1,-0.6904752255149709,-1.7998263968130814,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
384,0,0.733649367915853,0.590421698011695,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
385,0,1.4457116646312649,-1.2928314839845905,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
387,1,-0.6904752255149709,0.4248907987296008,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
388,0,0.733649367915853,-0.7930728946219835,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
393,1,-0.6904752255149709,-1.0187557327142378,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
394,0,0.733649367915853,-1.842792067391767,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
396,1,-0.6904752255149709,-1.7731424540326346,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
397,1,-0.6904752255149709,0.40408636876518456,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
402,0,0.733649367915853,0.15895591135836737,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
405,0,0.733649367915853,-0.7026188512984347,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
407,1,-1.4025375222303829,0.21232379691926115,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
408,0,0.733649367915853,1.7491379929863549,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
410,1,-0.6904752255149709,0.8848496090298463,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
411,0,1.4457116646312649,4.182351758389817,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
413,1,-0.6904752255149709,-0.9545333619545181,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
426,0,0.733649367915853,-0.24401685164804246,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
429,0,0.733649367915853,0.24126909078279674,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
430,1,-1.4025375222303829,-1.6021843121511274,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
431,1,-0.6904752255149709,-1.5895207460858305,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
432,0,1.4457116646312649,-0.10697897601286604,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
433,1,-0.6904752255149709,0.4769018736406413,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
437,0,0.733649367915853,-0.28200754984393295,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
441,0,1.4457116646312649,0.24126909078279674,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
445,0,0.733649367915853,0.6415282324895001,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
450,0,0.733649367915853,-0.5339220605000163,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
454,1,-0.6904752255149709,-1.7500766729851296,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
462,0,0.733649367915853,-0.8423703482333176,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
467,1,-0.6904752255149709,-0.41994996591234485,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
469,0,1.4457116646312649,-0.054063360668590014,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
476,1,-1.4025375222303829,0.4447906882607815,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
477,0,0.733649367915853,0.1150857003464462,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
478,1,-1.4025375222303829,-0.4828155260222112,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
479,0,0.733649367915853,0.5782104021630159,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
482,1,-1.4025375222303829,-0.15039691680816947,intake gasket leak/damage,Unknown,0,10,10,0,2.1474443192113934,14,0,0.005655720915688669,0
485,1,-0.6904752255149709,-0.04637476698608837,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
487,0,0.733649367915853,-0.6885984745832847,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
489,1,-0.6904752255149709,-0.3982409955146931,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
496,1,-0.6904752255149709,-0.01833401355578825,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
503,1,-0.6904752255149709,-0.3358277056214445,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
504,0,0.733649367915853,-0.6831712319838718,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
507,1,-0.6904752255149709,0.6225328833915549,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
513,1,-1.4025375222303829,-0.13909016139272587,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
522,1,-1.4025375222303829,0.760023029243349,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
524,0,1.4457116646312649,0.19785114998749334,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
528,0,0.733649367915853,0.2910188146107486,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
530,0,0.733649367915853,0.5090130590205011,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
533,1,-0.6904752255149709,-0.6026671334259134,intake gasket leak/damage,Unknown,0,10,10,0,2.1474443192113934,14,0,0.005655720915688669,0
538,0,1.4457116646312649,-1.7993741265964638,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
539,0,0.733649367915853,-0.7026188512984347,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
541,0,0.733649367915853,0.009706739874511872,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
548,1,-0.6904752255149709,0.987967218418692,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
549,1,-0.6904752255149709,0.12006067272924138,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
557,1,-1.4025375222303829,-0.5253289263842792,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
558,1,-0.6904752255149709,-1.9468142172138483,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
560,1,-0.6904752255149709,-0.6099034568917973,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
562,0,0.733649367915853,0.2828779507116292,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
564,0,0.733649367915853,0.6686644454865647,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
567,1,-0.6904752255149709,-0.020143094422259224,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
570,0,0.733649367915853,-0.21552382800112457,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
572,1,-0.6904752255149709,0.5406719741837432,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
574,0,0.733649367915853,-1.2801679179192937,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
575,1,-0.6904752255149709,-0.3213550586896767,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
576,0,0.733649367915853,1.907884839019183,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
578,0,1.4457116646312649,-0.5135699007522178,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
579,1,-0.6904752255149709,-1.7360562962699795,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
582,1,-0.6904752255149709,0.3262958915069326,intake gasket leak/damage,Unknown,0,10,10,0,2.1474443192113934,14,0,0.005655720915688669,0
585,0,0.733649367915853,0.4646905777919622,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
589,0,1.4457116646312649,-0.3846728890161608,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
593,1,-0.6904752255149709,-0.1589900509239066,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
604,0,1.4457116646312649,-0.7880979222391884,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
605,1,-0.6904752255149709,-1.4678600578156573,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
610,0,1.4457116646312649,1.005605756866784,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
614,1,-0.6904752255149709,0.09382900016541224,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
615,0,0.733649367915853,-0.17572404893876312,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
617,1,-1.4025375222303829,-0.1725581574224389,intake gasket leak/damage,Unknown,0,10,10,0,0.37882745227735587,14,0,0.005655720915688669,0
622,1,-1.4025375222303829,-1.0038308155658522,intake gasket leak/damage,Unknown,0,10,10,0,0.968366407922035,14,0,0.005655720915688669,0
623,0,0.733649367915853,0.5370538124508012,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
630,1,-1.4025375222303829,0.887110960112935,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
631,0,0.733649367915853,0.06578824673511212,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
634,0,1.4457116646312649,-0.2643690113958409,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
640,1,-0.6904752255149709,0.7414799503620215,intake gasket leak/damage,Unknown,0,10,10,0,1.5579053635667142,14,0,0.005655720915688669,0
644,0,0.733649367915853,0.05176787001996205,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
647,0,1.4457116646312649,-0.06763146716712233,intake gasket leak/damage,Unknown,0,10,0,0,-0.8002504590120024,14,0,0.005655720915688669,1
648,1,-0.6904752255149709,0.09021083843247028,intake gasket leak/damage,Unknown,0,10,10,0,-0.2107115033673233,14,0,0.005655720915688669,0
