Time,E135,E140,E142,E161,E165,E167,E181,E235,E240,E242,E261,E265,E267,E281,E335,E340,ESH141A,ESH144A,ESH160A,ESH170,ESH171,ESH172,ESH173,ESH174,ESH175,ESH183,ESH184,ESH241A,ESH244A,ESH260A,ESH270,ESH271,ESH272,ESH273,ESH274,ESH275,ESH283,ESH284,ESH341A,ESH344A,ISH136,ISH162,ISH166,ISH180,ISH236,ISH262,ISH266,ISH280,ISH336,IT140,IT161,IT167,IT181,IT240,IT261,IT267,IT281,IT340,LT500,LT505,ST165,ST265,ST515,ST516,TE128,TE129,TE133,TE228,TE229,TE328,TE329,TE500,TE501,TE502,TE505,TE506,TE507,TE510,TE511
,25.47951508,25.50881195,0.014648661,0.043945983,0.073243305,0.14648661,0.029297322,25.2597847,25.2597847,0.014648661,0.014648661,0.219729915,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.008207792,0.012117892,-0.045370823,-0.014090026,0.008207792,0.000388,-0.045370823,13.70643674,14.75038202,0.219729915,0.439459831,0.0,0.0,71.88922119,69.81277466,70.27420807,70.87983704,72.09109497,71.77386475,70.93751526,106.78508,98.85420227,92.65369415,67.21720886,67.70748138,67.33257294,69.38018036,66.43854523
,25.47951508,25.49416351,0.0,0.058594644,0.073243305,0.14648661,0.043945983,25.2597847,25.27443314,0.0,0.014648661,0.219729915,0.219729915,0.014648661,24.23437881,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064111967,0.079752365,0.000388,0.008207792,-0.045370823,-0.014090026,0.000388,0.004297693,-0.045370823,13.66080195,14.67726113,0.219729915,0.439459831,0.0,0.0,71.88922119,69.84161377,70.24536133,70.82215881,72.09109497,71.77386475,70.93751526,106.4678421,98.68115997,92.65369415,67.21720886,67.70748138,67.33257294,69.38018036,66.43854523
,25.47951508,25.49416351,0.0,0.043945983,0.073243305,0.073243305,0.043945983,25.2597847,25.2597847,0.014648661,0.0,0.219729915,0.14648661,0.014648661,24.23437881,24.20508194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064111967,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.008207792,0.000388,-0.045370823,13.00389761,13.85925413,0.219729915,0.439459831,0.0,0.0,71.88922119,69.84161377,70.24536133,70.82215881,72.09109497,71.80270386,70.93751526,106.4678421,98.68115997,92.45182037,67.21720886,67.64980316,67.33257294,69.38018036,66.64041901
,25.49416351,25.49416351,0.029297322,0.043945983,0.14648661,0.073243305,0.043945983,25.24513626,25.27443314,0.029297322,0.014648661,0.29297322,0.219729915,0.014648661,24.23437881,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03283117,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.000388,0.004297693,-0.045370823,13.42605235,14.39779732,0.219729915,0.439459831,0.0,0.0,71.88922119,69.87045288,70.27420807,70.82215881,72.14877319,71.80270386,70.93751526,106.1217651,98.47928619,92.45182037,67.21720886,67.64980316,67.30373383,69.38018036,66.64041901
,25.49416351,25.49416351,0.029297322,0.043945983,0.073243305,0.14648661,0.043945983,25.24513626,25.27443314,0.014648661,0.0,0.219729915,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.008207792,-0.003522506,-0.014090026,13.42999772,14.42988635,0.219729915,0.219729915,0.0,0.0,71.88922119,69.87045288,70.27420807,70.82215881,72.14877319,71.77386475,70.93751526,106.1217651,98.47928619,92.30762482,67.10185242,67.67864227,67.30373383,69.40901947,66.72693634
,25.49416351,25.49416351,0.014648661,0.043945983,0.073243305,0.14648661,0.043945983,25.24513626,25.2597847,0.014648661,0.014648661,0.219729915,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03283117,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.000388,0.000388,-0.045370823,13.51705892,14.43343718,0.439459831,0.439459831,0.0,0.0,71.9180603,69.84161377,70.24536133,70.82215881,72.14877319,71.77386475,70.93751526,105.8045349,98.47928619,92.30762482,67.10185242,67.67864227,67.30373383,69.40901947,66.72693634
,25.49416351,25.50881195,0.014648661,0.043945983,0.073243305,0.14648661,0.029297322,25.2597847,25.2597847,0.014648661,0.014648661,0.219729915,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.000388,0.008207792,-0.045370823,-0.014090026,0.000388,0.000388,-0.045370823,13.43644183,14.30468656,0.219729915,0.439459831,0.0,0.0,71.9180603,69.84161377,70.24536133,70.82215881,72.11993408,71.74501801,70.93751526,105.8045349,98.33509064,92.19226074,67.24604797,67.67864227,67.30373383,69.35134125,66.49622345
,25.49416351,25.50881195,0.0,0.043945983,0.073243305,0.14648661,0.043945983,25.24513626,25.2597847,0.0,0.014648661,0.29297322,0.219729915,0.029297322,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064111967,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.045370823,14.94120648,16.75449917,0.219729915,0.439459831,0.0,0.0,71.88922119,69.87045288,70.30304718,70.7933197,72.11993408,71.74501801,70.93751526,105.4584579,98.33509064,92.19226074,67.24604797,67.62096405,67.27489471,69.35134125,66.49622345
,25.49416351,25.50881195,0.0,0.043945983,0.073243305,0.073243305,0.029297322,25.2597847,25.2597847,0.014648661,0.014648661,0.219729915,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.008207792,0.000388,-0.045370823,15.3302201,16.89903128,0.219729915,0.439459831,0.0,0.0,71.88922119,69.87045288,70.30304718,70.7933197,72.06225586,71.74501801,70.93751526,105.4584579,98.10437012,91.99038696,67.15953064,67.62096405,67.27489471,69.40901947,66.49622345
,25.49416351,25.49416351,0.0,0.043945983,0.073243305,0.073243305,0.043945983,25.24513626,25.2597847,0.014648661,0.0,0.219729915,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.000388,0.008207792,-0.076653075,-0.014090026,0.000388,0.000388,-0.045370823,15.64532376,17.46782232,0.219729915,0.439459831,0.0,0.0,71.9180603,69.87045288,70.27420807,70.7933197,72.06225586,71.74501801,70.93751526,105.4584579,98.10437012,91.99038696,67.15953064,67.64980316,67.24604797,69.40901947,66.43854523
,25.49416351,25.52346039,0.0,0.043945983,0.073243305,0.073243305,0.029297322,25.2597847,25.2597847,0.014648661,0.014648661,0.219729915,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064111967,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,0.008207792,0.000388,-0.045370823,15.8517982,17.71019964,0.0,0.439459831,0.0,0.0,71.9180603,69.87045288,70.27420807,70.85099792,72.09109497,71.80270386,70.93751526,105.1412201,97.98901367,91.87503052,67.15953064,67.64980316,67.24604797,69.38018036,66.43854523
,25.49416351,25.50881195,0.0,0.058594644,0.073243305,0.14648661,0.043945983,25.2597847,25.27443314,0.014648661,0.014648661,0.219729915,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064111967,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,0.000388,0.004297693,-0.045370823,15.817868,17.44349253,0.439459831,0.439459831,0.0,0.0,71.88922119,69.84161377,70.27420807,70.85099792,72.09109497,71.80270386,70.93751526,105.1412201,97.98901367,91.87503052,67.18836975,67.59212494,67.33257294,69.38018036,66.58274078
,25.49416351,25.50881195,0.029297322,0.043945983,0.073243305,0.073243305,0.029297322,25.24513626,25.2597847,0.014648661,0.014648661,0.219729915,0.219729915,0.014648661,24.24902725,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.000388,0.012117892,-0.045370823,-0.014090026,0.000388,0.000388,-0.045370823,15.79998232,17.70585973,0.219729915,0.659189746,0.0,0.0,71.88922119,69.84161377,70.27420807,70.87983704,72.06225586,71.80270386,70.93751526,104.9105072,97.815979,91.70198822,67.18836975,67.59212494,67.33257294,69.35134125,66.58274078
,25.49416351,25.50881195,0.014648661,0.043945983,0.073243305,0.073243305,0.043945983,25.24513626,25.2597847,0.014648661,0.014648661,0.219729915,0.219729915,0.014648661,24.23437881,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064111967,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.000388,0.000388,-0.045370823,15.78604201,17.72900591,0.219729915,0.439459831,0.0,0.0,71.9180603,69.84161377,70.27420807,70.87983704,72.06225586,71.80270386,70.93751526,104.9105072,97.815979,91.70198822,67.13069153,67.67864227,67.27489471,69.35134125,66.78462219
,25.52346039,25.49416351,0.014648661,0.043945983,0.073243305,0.14648661,0.029297322,25.2597847,25.2597847,0.014648661,0.014648661,0.29297322,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064111967,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.008207792,0.000388,-0.045370823,15.71726103,17.51556132,0.219729915,0.439459831,0.0,0.0,71.9180603,69.84161377,70.24536133,70.85099792,72.09109497,71.77386475,70.93751526,104.506752,97.64293671,91.61547089,67.13069153,67.67864227,67.27489471,69.35134125,66.78462219
,25.52346039,25.52346039,0.0,0.043945983,0.14648661,0.073243305,0.029297322,25.2597847,25.2597847,0.0,0.014648661,0.219729915,0.219729915,0.014648661,24.24902725,24.20508194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.000388,0.008207792,-0.076653075,-0.014090026,0.000388,0.000388,-0.045370823,15.7009535,17.66232913,0.219729915,0.439459831,0.0,0.0,71.9180603,69.87045288,70.24536133,70.85099792,72.09109497,71.77386475,70.96635437,104.506752,97.64293671,91.61547089,67.13069153,67.67864227,67.30373383,69.32250214,66.40970612
,25.52346039,25.50881195,0.0,0.043945983,0.073243305,0.073243305,0.043945983,25.2597847,25.2597847,0.0,0.014648661,0.29297322,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.000388,0.012117892,-0.076653075,-0.014090026,0.000388,0.008207792,-0.045370823,16.20267323,18.02582935,0.219729915,0.439459831,0.0,0.0,71.9180603,69.87045288,70.27420807,70.85099792,72.11993408,71.77386475,70.96635437,104.2760391,97.41222382,91.41359711,67.13069153,67.67864227,67.30373383,69.32250214,66.40970612
,25.52346039,25.50881195,0.0,0.043945983,0.073243305,0.14648661,0.029297322,25.2597847,25.27443314,0.0,0.014648661,0.219729915,0.219729915,0.014648661,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.000388,0.000388,-0.045370823,16.28131763,18.053973,0.219729915,0.439459831,0.0,0.0,71.86038208,69.87045288,70.27420807,70.85099792,72.11993408,71.77386475,70.90867615,104.2760391,97.41222382,91.41359711,67.18836975,67.59212494,67.30373383,69.40901947,66.380867
,25.52346039,25.50881195,0.0,0.043945983,0.073243305,0.073243305,0.043945983,25.2597847,25.2597847,0.014648661,0.0,0.219729915,0.219729915,0.029297322,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064111967,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.008207792,0.004297693,-0.045370823,16.10732675,17.84815613,0.219729915,0.439459831,0.0,0.0,71.86038208,69.81277466,70.24536133,70.82215881,72.09109497,71.77386475,70.90867615,103.9876404,97.26802826,91.41359711,67.18836975,67.59212494,67.30373383,69.40901947,66.380867
,25.49416351,25.52346039,0.0,0.043945983,0.073243305,0.073243305,0.043945983,25.2597847,25.2597847,0.014648661,0.014648661,0.29297322,0.219729915,0.014648661,24.23437881,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.064111967,0.079752365,0.000388,0.012117892,-0.061011221,-0.014090026,0.008207792,0.000388,-0.045370823,16.28394788,18.17969884,0.219729915,0.439459831,0.0,0.0,71.86038208,69.81277466,70.24536133,70.82215881,72.09109497,71.74501801,70.90867615,103.9876404,97.26802826,91.29824066,67.15953064,67.70748138,67.30373383,69.40901947,66.75578308
,25.49416351,25.52346039,0.0,0.029297322,0.14648661,0.073243305,0.043945983,25.2597847,25.2597847,0.029297322,0.014648661,0.29297322,0.219729915,0.014648661,24.23437881,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03283117,0.079752365,0.000388,0.008207792,-0.061011221,-0.014090026,0.008207792,0.000388,-0.045370823,16.84590028,18.69890971,0.219729915,0.439459831,0.0,0.0,71.86038208,69.87045288,70.24536133,70.85099792,72.09109497,71.74501801,70.90867615,103.7857666,97.03730774,91.29824066,67.15953064,67.70748138,67.39025116,69.40901947,66.75578308
,25.52346039,25.50881195,0.029297322,0.043945983,0.14648661,0.14648661,0.043945983,25.2597847,25.2597847,0.043945983,0.0,0.219729915,0.219729915,0.014648661,24.24902725,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048471568,0.079752365,0.000388,0.008207792,-0.061011221,-0.014090026,-0.003522506,0.000388,-0.045370823,16.86799436,18.92918789,0.219729915,0.659189746,0.0,0.0,71.86038208,69.87045288,70.24536133,70.85099792,72.09109497,71.77386475,70.96635437,103.7857666,97.03730774,91.12519836,67.15953064,67.70748138,67.39025116,69.38018036,66.69809723
