Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before,mean_flight_length_per_label,is_recent_flight,flight_length_ratio,flights_per_length,before_after_date_diff
118.0,1.0,-2.0,4683.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2341.5,0.0002134927412467976,-2.0
121.0,1.0,-2.0,5676.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5676.0,0.0,-2.0
128.0,1.0,-2.0,8388.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1677.6,0.00047681487662415065,-2.0
131.0,0.0,2.0,6519.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015337423312883436,0.0
135.0,0.0,1.0,5367.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00018628912071535022,0.0
142.0,1.0,-2.0,1695.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,4.0,5134.285568587456,0,339.0,0.0023584905660377358,-2.0
147.0,0.0,1.0,5601.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001785076758300607,0.0
148.0,0.0,1.0,8965.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00011153245594467991,0.0
149.0,0.0,1.0,5564.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017969451931716083,0.0
157.0,1.0,-2.0,4916.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1638.6666666666667,0.0004067520846044336,-2.0
169.0,1.0,-2.0,7608.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3804.0,0.0001314233144959916,-2.0
171.0,0.0,1.0,5314.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00018814675446848542,0.0
173.0,0.0,1.0,4106.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00024348672997321646,0.0
175.0,1.0,-2.0,2844.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,2844.0,0.0,-2.0
181.0,1.0,-1.0,4341.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1085.25,0.0006909258406264394,-1.0
189.0,0.0,1.0,3391.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00029481132075471697,0.0
193.0,1.0,-2.0,5601.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1120.2,0.0007140307033202428,-2.0
197.0,0.0,1.0,6658.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001501726986033939,0.0
202.0,1.0,-1.0,5736.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1912.0,0.0003486142583231654,-1.0
203.0,1.0,-1.0,8557.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,2852.3333333333335,0.00023369946249123628,-1.0
205.0,1.0,-1.0,5054.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1684.6666666666667,0.0003956478733926805,-1.0
211.0,0.0,2.0,4683.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002134927412467976,0.0
214.0,1.0,-2.0,5975.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1991.6666666666667,0.00033467202141900936,-2.0
219.0,0.0,1.0,6143.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016276041666666666,0.0
223.0,0.0,2.0,5849.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017094017094017094,0.0
226.0,0.0,2.0,5181.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019297568506368199,0.0
227.0,1.0,-1.0,4108.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,4108.0,0.0,-1.0
233.0,0.0,2.0,5754.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001737619461337967,0.0
235.0,1.0,-2.0,4667.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1555.6666666666667,0.0004284490145672665,-2.0
237.0,1.0,-1.0,4216.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,4.0,5134.285568587456,0,843.2,0.0009485416172634575,-1.0
238.0,1.0,-2.0,4648.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1549.3333333333333,0.00043020004302000433,-2.0
247.0,1.0,-1.0,3313.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,3313.0,0.0,-1.0
248.0,0.0,1.0,6346.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015755475027572083,0.0
250.0,1.0,-2.0,4926.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1231.5,0.0006088897909478384,-2.0
251.0,0.0,1.0,4356.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00022951572182694515,0.0
254.0,1.0,-1.0,5243.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5243.0,0.0,-1.0
256.0,1.0,-1.0,4698.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1566.0,0.00042562247286656737,-1.0
261.0,0.0,1.0,4621.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00021635655560363478,0.0
265.0,1.0,-1.0,6254.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,2084.6666666666665,0.000319744204636291,-1.0
267.0,0.0,1.0,9120.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001096371011950444,0.0
274.0,0.0,1.0,4592.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00021772262138036142,0.0
277.0,1.0,-1.0,4869.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2434.5,0.0002053388090349076,-1.0
278.0,0.0,1.0,2752.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0003632401017072285,0.0
281.0,0.0,2.0,5228.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019124115509657678,0.0
282.0,1.0,-1.0,3111.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,3111.0,0.0,-1.0
283.0,0.0,1.0,4385.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00022799817601459188,0.0
284.0,1.0,-2.0,4651.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,4651.0,0.0,-2.0
287.0,0.0,1.0,5834.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017137960582690659,0.0
288.0,0.0,1.0,4728.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00021146119687037428,0.0
296.0,0.0,1.0,5196.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019241870309794111,0.0
297.0,0.0,1.0,5255.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001902587519025875,0.0
302.0,0.0,1.0,5178.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019308746862328635,0.0
304.0,0.0,1.0,5130.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019489378288832586,0.0
318.0,0.0,1.0,3548.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002817695125387433,0.0
325.0,0.0,2.0,1926.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0005189413596263622,0.0
333.0,0.0,1.0,2860.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0003495281370150297,0.0
335.0,0.0,1.0,4944.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00020222446916076846,0.0
342.0,1.0,-1.0,5306.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1768.6666666666667,0.0003768607499528924,-1.0
347.0,0.0,1.0,4356.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00022951572182694515,0.0
349.0,0.0,2.0,5578.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001792435920415845,0.0
351.0,0.0,1.0,5734.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001743679163034002,0.0
362.0,0.0,1.0,5382.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001857700167193015,0.0
364.0,0.0,1.0,5407.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001849112426035503,0.0
367.0,0.0,1.0,7531.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001327668613913967,0.0
369.0,0.0,2.0,4830.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00020699648105982198,0.0
371.0,1.0,-1.0,5674.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5674.0,0.0,-1.0
372.0,0.0,1.0,6000.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016663889351774705,0.0
377.0,1.0,-1.0,6059.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1514.75,0.0004950495049504951,-1.0
379.0,0.0,1.0,4808.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002079434393844874,0.0
382.0,1.0,-2.0,6924.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1731.0,0.0004332129963898917,-2.0
383.0,1.0,-1.0,1538.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,769.0,0.000649772579597141,-1.0
384.0,0.0,1.0,6823.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00014654161781946072,0.0
385.0,0.0,2.0,2659.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00037593984962406017,0.0
387.0,1.0,-1.0,6457.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1614.25,0.0004645401052957572,-1.0
388.0,0.0,1.0,3764.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002656042496679947,0.0
393.0,1.0,-1.0,3265.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,3265.0,0.0,-1.0
394.0,0.0,1.0,1443.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0006925207756232687,0.0
396.0,1.0,-1.0,1597.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,1597.0,0.0,-1.0
397.0,1.0,-1.0,6411.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,2137.0,0.00031191515907673113,-1.0
402.0,0.0,1.0,5869.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017035775127768313,0.0
405.0,0.0,1.0,3964.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00025220680958385876,0.0
407.0,1.0,-2.0,5987.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1995.6666666666667,0.00033400133600534405,-2.0
410.0,1.0,-1.0,7474.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,2491.3333333333335,0.00026755852842809364,-1.0
413.0,1.0,-1.0,3407.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,1703.5,0.00029342723004694836,-1.0
426.0,0.0,1.0,4978.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002008435428800964,0.0
429.0,0.0,1.0,6051.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016523463317911433,0.0
430.0,1.0,-2.0,1975.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,1975.0,0.0,-2.0
431.0,1.0,-1.0,2003.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,2003.0,0.0,-1.0
432.0,0.0,2.0,5281.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001893222264293828,0.0
433.0,1.0,-1.0,6572.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3286.0,0.00015213753232922562,-1.0
437.0,0.0,1.0,4894.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00020429009193054137,0.0
441.0,0.0,2.0,6051.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016523463317911433,0.0
445.0,0.0,1.0,6936.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00014415453366008361,0.0
450.0,0.0,1.0,4337.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002305209774089442,0.0
454.0,1.0,-1.0,1648.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,412.0,0.0018192844147968466,-1.0
462.0,0.0,1.0,3655.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0002735229759299781,0.0
467.0,1.0,-1.0,4589.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2294.5,0.00021786492374727668,-1.0
469.0,0.0,2.0,5398.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00018521948508983145,0.0
476.0,1.0,-2.0,6501.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1625.25,0.00046139649338665026,-2.0
477.0,0.0,1.0,5772.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00017322016282695306,0.0
478.0,1.0,-2.0,4450.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2225.0,0.00022466861379465288,-2.0
479.0,0.0,1.0,6796.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00014712373105781962,0.0
482.0,1.0,-2.0,5185.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1037.0,0.0007713073659853452,-2.0
485.0,1.0,-1.0,5415.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2707.5,0.00018463810930576072,-1.0
487.0,0.0,1.0,3995.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00025025025025025025,0.0
489.0,1.0,-1.0,4637.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1159.25,0.000646830530401035,-1.0
496.0,1.0,-1.0,5477.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,2738.5,0.00018254837531945966,-1.0
503.0,1.0,-1.0,4775.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1591.6666666666667,0.0004187604690117253,-1.0
504.0,0.0,1.0,4007.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.000249500998003992,0.0
507.0,1.0,-1.0,6894.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,3447.0,0.000145032632342277,-1.0
513.0,1.0,-2.0,5210.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1736.6666666666667,0.00038380349261178274,-2.0
522.0,1.0,-2.0,7198.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,2399.3333333333335,0.0002778163633838033,-2.0
524.0,0.0,2.0,5955.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.000167897918065816,0.0
528.0,0.0,1.0,6161.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0001622849724115547,0.0
530.0,0.0,1.0,6643.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015051173991571343,0.0
533.0,1.0,-1.0,4185.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,4.0,5134.285568587456,0,837.0,0.0009555661729574773,-1.0
538.0,0.0,2.0,1539.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0006493506493506494,0.0
539.0,0.0,1.0,3964.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00025220680958385876,0.0
541.0,0.0,1.0,5539.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00018050541516245486,0.0
548.0,1.0,-1.0,7702.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,7702.0,0.0,-1.0
549.0,1.0,-1.0,5783.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1927.6666666666667,0.00034578146611341634,-1.0
557.0,1.0,-2.0,4356.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1089.0,0.0006885471654808355,-2.0
560.0,1.0,-1.0,4169.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,4169.0,0.0,-1.0
562.0,0.0,1.0,6143.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00016276041666666666,0.0
564.0,0.0,1.0,6996.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00014291839359725596,0.0
567.0,1.0,-1.0,5473.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5473.0,0.0,-1.0
570.0,0.0,1.0,5041.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00019833399444664816,0.0
572.0,1.0,-1.0,6713.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,3.0,5134.285568587456,0,1678.25,0.00044682752457551384,-1.0
574.0,0.0,1.0,2687.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.0003720238095238095,0.0
575.0,1.0,-1.0,4807.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,2.0,5134.285568587456,0,1602.3333333333333,0.00041597337770382697,-1.0
578.0,0.0,2.0,4382.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00022815423226100844,0.0
579.0,1.0,-1.0,1679.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,1679.0,0.0,-1.0
582.0,1.0,-1.0,6239.0,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,4.0,5134.285568587456,0,1247.8,0.000641025641025641,-1.0
585.0,0.0,1.0,6545.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00015276504735716468,0.0
589.0,0.0,2.0,4667.0,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,-1.0,5134.285568587456,1,2524.074202559605,-0.00021422450728363326,0.0
