Master Index,before_after,date_diff,flight_length,label,hierarchy,fold,class,target_class,hclass,number_flights_before,mean_flight_length_per_label,is_recent_flight,flight_length_ratio,flights_per_length,before_after_date_diff,label_encoded
61.0,0.0,0.0,0.787369493251846,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00013283740701381508,0.0,14
66.0,1.0,0.26584673604541176,0.47262541380188433,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,2527.5,0.00019778481012658228,-1.0,14
69.0,1.0,0.26584673604541176,0.6152279093455564,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,1235.0,0.0006476683937823834,-2.0,14
71.0,0.0,0.0,0.11790170613700024,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0004405286343612335,0.0,14
81.0,0.0,0.0,0.5183346065699006,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00018467220683287164,0.0,14
82.0,1.0,0.26584673604541176,0.06264323911382735,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,458.75,0.0016339869281045752,-2.0,14
90.0,1.0,0.26584673604541176,0.6207028265851795,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,3109.0,0.00016079755587715066,-1.0,14
93.0,0.0,1.0,0.6823274764451235,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001491869312248247,0.0,14
95.0,0.0,1.0,0.37140310669722426,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0002346866932644919,0.0,14
99.0,0.0,0.0,0.044817927170868355,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0005896226415094339,0.0,14
100.0,0.0,0.0,0.4033613445378151,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00022163120567375886,0.0,14
105.0,0.0,0.0,0.5381970970206265,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001795009872554299,0.0,14
107.0,1.0,0.26584673604541176,0.5854341736694677,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1980.3333333333333,0.0003365870077415012,-1.0,14
109.0,0.0,0.0,0.7342755283931754,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001406271972999578,0.0,14
111.0,1.0,0.26584673604541176,0.26814362108479756,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,3449.0,0.0,-1.0,14
112.0,0.0,0.0,0.5918003565062389,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00016688918558077436,0.0,14
118.0,1.0,0.26584673604541176,0.42526101349630757,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,2341.5,0.0002134927412467976,-2.0,14
121.0,1.0,0.26584673604541176,0.5516934046345812,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5676.0,0.0,-2.0,14
128.0,1.0,0.26584673604541176,0.8969951617010439,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,1677.6,0.00047681487662415065,-2.0,14
131.0,0.0,1.0,0.6590272472625414,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00015337423312883436,0.0,14
135.0,0.0,0.0,0.5123503947033359,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00018628912071535022,0.0,14
142.0,1.0,0.26584673604541176,0.044817927170868355,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,339.0,0.0023584905660377358,-2.0,14
147.0,0.0,0.0,0.5421441303794245,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001785076758300607,0.0,14
148.0,0.0,0.0,0.9704609116373821,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00011153245594467991,0.0,14
149.0,0.0,0.0,0.5374331550802138,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00017969451931716083,0.0,14
157.0,1.0,0.26584673604541176,0.45492742551566073,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1638.6666666666667,0.0004067520846044336,-2.0,14
169.0,1.0,0.26584673604541176,0.7976827094474153,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,3804.0,0.0001314233144959916,-2.0,14
171.0,0.0,0.0,0.5056022408963585,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00018814675446848542,0.0,14
173.0,0.0,0.0,0.35179526355996943,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00024348672997321646,0.0,14
175.0,1.0,0.26584673604541176,0.19111280875986758,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,2844.0,0.0,-2.0,14
181.0,1.0,0.26584673604541176,0.3817163228927935,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,1085.25,0.0006909258406264394,-1.0,14
189.0,0.0,0.0,0.2607588489941431,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00029481132075471697,0.0,14
193.0,1.0,0.26584673604541176,0.5421441303794245,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,1120.2,0.0007140307033202428,-2.0,14
197.0,0.0,0.0,0.676725235548765,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001501726986033939,0.0,14
202.0,1.0,0.26584673604541176,0.5593328240387063,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1912.0,0.0003486142583231654,-1.0,14
203.0,1.0,0.26584673604541176,0.9185128596893302,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,2852.3333333333335,0.00023369946249123628,-1.0,14
205.0,1.0,0.26584673604541176,0.47249809014514893,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1684.6666666666667,0.0003956478733926805,-1.0,14
211.0,0.0,1.0,0.42526101349630757,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0002134927412467976,0.0,14
214.0,1.0,0.26584673604541176,0.589763177998472,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1991.6666666666667,0.00033467202141900936,-2.0,14
219.0,0.0,0.0,0.6111535523300229,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00016276041666666666,0.0,14
223.0,0.0,1.0,0.573720397249809,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00017094017094017094,0.0,14
226.0,0.0,1.0,0.4886681945505475,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00019297568506368199,0.0,14
227.0,1.0,0.26584673604541176,0.35204991087344023,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,4108.0,0.0,-1.0,14
233.0,0.0,1.0,0.561624649859944,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001737619461337967,0.0,14
235.0,1.0,0.26584673604541176,0.4232238349885408,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1555.6666666666667,0.0004284490145672665,-2.0,14
237.0,1.0,0.26584673604541176,0.36580086580086574,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,843.2,0.0009485416172634575,-1.0,14
238.0,1.0,0.26584673604541176,0.4208046855105679,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1549.3333333333333,0.00043020004302000433,-2.0,14
247.0,1.0,0.26584673604541176,0.2508276037687802,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,3313.0,0.0,-1.0,14
248.0,0.0,0.0,0.6370002546473135,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00015755475027572083,0.0,14
250.0,1.0,0.26584673604541176,0.45620066208301496,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,1231.5,0.0006088897909478384,-2.0,14
251.0,0.0,0.0,0.38362617774382474,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00022951572182694515,0.0,14
254.0,1.0,0.26584673604541176,0.49656226126814357,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5243.0,0.0,-1.0,14
256.0,1.0,0.26584673604541176,0.4271708683473389,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1566.0,0.00042562247286656737,-1.0,14
261.0,0.0,0.0,0.4173669467787115,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00021635655560363478,0.0,14
265.0,1.0,0.26584673604541176,0.6252864782276546,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,2084.6666666666665,0.000319744204636291,-1.0,14
267.0,0.0,0.0,0.9901960784313724,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001096371011950444,0.0,14
274.0,0.0,0.0,0.4136745607333842,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00021772262138036142,0.0,14
277.0,1.0,0.26584673604541176,0.448943213649096,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,2434.5,0.0002053388090349076,-1.0,14
278.0,0.0,0.0,0.17939903234020882,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0003632401017072285,0.0,14
281.0,0.0,1.0,0.4946524064171122,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00019124115509657678,0.0,14
282.0,1.0,0.26584673604541176,0.2251082251082251,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,3111.0,0.0,-1.0,14
283.0,0.0,0.0,0.387318563789152,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00022799817601459188,0.0,14
284.0,1.0,0.26584673604541176,0.4211866564807741,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,4651.0,0.0,-2.0,14
287.0,0.0,0.0,0.5718105423987776,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00017137960582690659,0.0,14
288.0,0.0,0.0,0.4309905780494015,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00021146119687037428,0.0,14
296.0,0.0,0.0,0.49057804940157873,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00019241870309794111,0.0,14
297.0,0.0,0.0,0.4980901451489686,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001902587519025875,0.0,14
302.0,0.0,0.0,0.4882862235803412,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00019308746862328635,0.0,14
304.0,0.0,0.0,0.48217468805704095,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00019489378288832586,0.0,14
318.0,0.0,0.0,0.28074866310160423,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0002817695125387433,0.0,14
325.0,0.0,1.0,0.07422969187675069,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0005189413596263622,0.0,14
333.0,0.0,0.0,0.19314998726763433,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0003495281370150297,0.0,14
335.0,0.0,0.0,0.4584924879042526,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00020222446916076846,0.0,14
342.0,1.0,0.26584673604541176,0.5045836516424751,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1768.6666666666667,0.0003768607499528924,-1.0,14
347.0,0.0,0.0,0.38362617774382474,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00022951572182694515,0.0,14
349.0,0.0,1.0,0.5392156862745097,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001792435920415845,0.0,14
351.0,0.0,0.0,0.5590781767252355,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001743679163034002,0.0,14
362.0,0.0,0.0,0.5142602495543671,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001857700167193015,0.0,14
364.0,0.0,0.0,0.5174433409727528,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001849112426035503,0.0,14
367.0,0.0,0.0,0.7878787878787878,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001327668613913967,0.0,14
369.0,0.0,1.0,0.4439775910364145,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00020699648105982198,0.0,14
371.0,1.0,0.26584673604541176,0.5514387573211101,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,5674.0,0.0,-1.0,14
372.0,0.0,0.0,0.5929462694168577,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00016663889351774705,0.0,14
377.0,1.0,0.26584673604541176,0.6004583651642474,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,1514.75,0.0004950495049504951,-1.0,14
379.0,0.0,0.0,0.4411764705882352,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0002079434393844874,0.0,14
382.0,1.0,0.26584673604541176,0.7105933282403869,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,1731.0,0.0004332129963898917,-2.0,14
383.0,1.0,0.26584673604541176,0.02482811306340718,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,769.0,0.000649772579597141,-1.0,14
384.0,0.0,0.0,0.6977336389101094,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00014654161781946072,0.0,14
385.0,0.0,1.0,0.1675579322638146,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00037593984962406017,0.0,14
387.0,1.0,0.26584673604541176,0.6511331805449452,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,1614.25,0.0004645401052957572,-1.0,14
388.0,0.0,0.0,0.3082505729564553,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0002656042496679947,0.0,14
393.0,1.0,0.26584673604541176,0.24471606824547998,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,3265.0,0.0,-1.0,14
394.0,0.0,0.0,0.012732365673542134,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0006925207756232687,0.0,14
396.0,1.0,0.26584673604541176,0.03234020881079705,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,1597.0,0.0,-1.0,14
397.0,1.0,0.26584673604541176,0.6452762923351159,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,2137.0,0.00031191515907673113,-1.0,14
402.0,0.0,0.0,0.5762668703845173,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00017035775127768313,0.0,14
405.0,0.0,0.0,0.3337153043035395,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00025220680958385876,0.0,14
407.0,1.0,0.26584673604541176,0.591291061879297,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1995.6666666666667,0.00033400133600534405,-2.0,14
410.0,1.0,0.26584673604541176,0.7806213394448689,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,2491.3333333333335,0.00026755852842809364,-1.0,14
413.0,1.0,0.26584673604541176,0.26279602750190983,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,1703.5,0.00029342723004694836,-1.0,14
426.0,0.0,0.0,0.4628214922332569,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0002008435428800964,0.0,14
429.0,0.0,0.0,0.599439775910364,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00016523463317911433,0.0,14
430.0,1.0,0.26584673604541176,0.08046855105678635,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,1975.0,0.0,-2.0,14
431.0,1.0,0.26584673604541176,0.08403361344537813,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,2003.0,0.0,-1.0,14
432.0,0.0,1.0,0.5014005602240896,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001893222264293828,0.0,14
433.0,1.0,0.26584673604541176,0.6657754010695187,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,3286.0,0.00015213753232922562,-1.0,14
437.0,0.0,0.0,0.45212630506748147,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00020429009193054137,0.0,14
441.0,0.0,1.0,0.599439775910364,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00016523463317911433,0.0,14
445.0,0.0,0.0,0.7121212121212122,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00014415453366008361,0.0,14
450.0,0.0,0.0,0.3812070282658518,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0002305209774089442,0.0,14
454.0,1.0,0.26584673604541176,0.038833715304303545,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,412.0,0.0018192844147968466,-1.0,14
462.0,0.0,0.0,0.29437229437229434,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0002735229759299781,0.0,14
467.0,1.0,0.26584673604541176,0.413292589763178,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,2294.5,0.00021786492374727668,-1.0,14
469.0,0.0,1.0,0.516297428062134,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00018521948508983145,0.0,14
476.0,1.0,0.26584673604541176,0.6567354214413037,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,1625.25,0.00046139649338665026,-2.0,14
477.0,0.0,0.0,0.5639164756811814,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00017322016282695306,0.0,14
478.0,1.0,0.26584673604541176,0.3955946014769544,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,2225.0,0.00022466861379465288,-2.0,14
479.0,0.0,0.0,0.6942959001782532,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00014712373105781962,0.0,14
482.0,1.0,0.26584673604541176,0.4891774891774891,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,1037.0,0.0007713073659853452,-2.0,14
485.0,1.0,0.26584673604541176,0.518461930226636,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,2707.5,0.00018463810930576072,-1.0,14
487.0,0.0,0.0,0.3376623376623376,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00025025025025025025,0.0,14
489.0,1.0,0.26584673604541176,0.41940412528647825,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,1159.25,0.000646830530401035,-1.0,14
496.0,1.0,0.26584673604541176,0.5263559969442322,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,2738.5,0.00018254837531945966,-1.0,14
503.0,1.0,0.26584673604541176,0.43697478991596633,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1591.6666666666667,0.0004187604690117253,-1.0,14
504.0,0.0,0.0,0.33919022154316264,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.000249500998003992,0.0,14
507.0,1.0,0.26584673604541176,0.7067736185383244,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.25,5134.285568587456,0,3447.0,0.000145032632342277,-1.0,14
513.0,1.0,0.26584673604541176,0.4923605805958747,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1736.6666666666667,0.00038380349261178274,-2.0,14
522.0,1.0,0.26584673604541176,0.7454800101858925,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,2399.3333333333335,0.0002778163633838033,-2.0,14
524.0,0.0,1.0,0.5872167048637635,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.000167897918065816,0.0,14
528.0,0.0,0.0,0.6134453781512605,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0001622849724115547,0.0,14
530.0,0.0,0.0,0.6748153806977335,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00015051173991571343,0.0,14
533.0,1.0,0.26584673604541176,0.36185383244206776,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,1.0,5134.285568587456,0,837.0,0.0009555661729574773,-1.0,14
538.0,0.0,1.0,0.02495543672014261,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.0006493506493506494,0.0,14
539.0,0.0,0.0,0.3337153043035395,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00025220680958385876,0.0,14
541.0,0.0,0.0,0.5342500636618284,intake gasket leak/damage,engine,0.0,10.0,0.0,0.0,0.0,5134.285568587456,1,2524.074202559605,-0.00018050541516245486,0.0,14
548.0,1.0,0.26584673604541176,0.8096511331805449,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.0,5134.285568587456,0,7702.0,0.0,-1.0,14
549.0,1.0,0.26584673604541176,0.565317035905271,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.5,5134.285568587456,0,1927.6666666666667,0.00034578146611341634,-1.0,14
557.0,1.0,0.26584673604541176,0.38362617774382474,intake gasket leak/damage,engine,0.0,10.0,10.0,0.0,0.75,5134.285568587456,0,1089.0,0.0006885471654808355,-2.0,14
